category,urgency,distance_km,is_remote,road_type,weather,traffic_level,time_of_day,order_weight_kg,past_delay_count,vehicle_capacity_load_pct,customer_priority_flag,priority_score,eta_minutes,delayed
electronics,high,9.48,1,unpaved,clear,1,night,3.25,1,29,0,51.6,32.4,1
medicine,normal,11.83,1,paved,clear,4,morning,2.25,1,37,0,64.1,36.0,0
groceries,normal,1.18,0,mixed,rain,1,evening,6.17,0,87,1,35.8,5.7,0
agricultural_supplies,emergency,25.65,1,mixed,clear,2,morning,0.48,2,34,0,65.2,76.6,0
groceries,low,16.44,1,paved,clear,3,night,4.13,1,78,0,16.5,46.7,0
groceries,normal,23.5,1,paved,rain,5,morning,4.93,1,27,0,32.3,82.9,0
medicine,high,20.46,0,mixed,rain,4,night,3.8,2,85,1,78.2,83.6,0
electronics,low,2.82,1,mixed,storm,2,afternoon,2.21,0,74,0,23.3,19.7,0
documents,low,9.37,1,unpaved,fog,5,evening,3.16,0,27,0,20.6,60.9,1
groceries,low,19.01,0,paved,clear,3,afternoon,6.56,2,64,0,13.8,47.5,0
agricultural_supplies,normal,20.6,1,unpaved,clear,4,morning,14.24,3,33,0,45.8,93.7,1
agricultural_supplies,low,2.44,0,paved,clear,3,night,2.07,3,22,1,18.2,5.0,0
groceries,normal,2.24,1,unpaved,clear,3,morning,3.08,1,86,0,30.7,16.0,1
medicine,high,6.2,1,paved,clear,4,morning,3.44,2,75,0,82.6,30.3,0
agricultural_supplies,low,21.93,1,unpaved,clear,5,afternoon,5.71,1,76,0,27.1,101.2,1
clothing,high,19.16,0,paved,clear,2,night,0.21,3,94,0,32.1,36.2,0
medicine,low,7.45,0,paved,fog,1,night,4.8,1,35,0,33.4,17.2,0
groceries,emergency,21.54,0,unpaved,clear,1,night,3.14,2,54,1,64.8,74.6,0
medicine,normal,14.24,1,mixed,clear,2,evening,2.71,1,54,0,61.9,46.7,0
documents,high,4.27,0,mixed,clear,3,afternoon,17.58,2,29,1,48.8,11.0,0
clothing,normal,1.83,0,paved,clear,2,evening,3.14,0,52,1,33.4,5.0,0
groceries,low,1.16,0,paved,clear,1,afternoon,11.22,0,50,0,11.3,5.0,0
groceries,low,2.47,0,mixed,rain,3,evening,4.63,3,27,0,7.3,7.6,1
agricultural_supplies,low,5.19,0,paved,clear,5,morning,3.0,2,58,0,14.7,17.2,0
agricultural_supplies,low,29.13,1,unpaved,rain,1,afternoon,4.34,0,57,0,24.2,115.9,0
agricultural_supplies,high,4.38,1,unpaved,clear,4,evening,6.89,0,66,0,59.5,26.9,1
documents,emergency,29.47,1,paved,clear,3,evening,3.52,1,38,0,75.3,83.9,0
groceries,low,19.78,0,paved,clear,4,afternoon,0.52,0,29,0,10.3,51.7,0
medicine,low,12.42,0,paved,rain,5,evening,1.78,0,76,0,26.7,52.4,0
clothing,emergency,3.98,0,mixed,clear,1,afternoon,3.47,1,65,0,54.7,11.1,0
groceries,high,25.71,0,paved,clear,1,night,3.69,4,50,0,38.6,45.0,0
medicine,normal,26.92,0,paved,rain,2,evening,5.28,2,86,0,52.8,71.7,0
groceries,high,8.54,0,mixed,rain,5,morning,1.55,1,38,0,45.3,31.2,0
clothing,high,9.91,1,unpaved,fog,3,evening,14.83,2,95,0,48.9,67.0,1
clothing,high,16.85,0,paved,clear,3,afternoon,2.4,1,85,0,33.0,37.4,0
groceries,high,26.71,0,paved,rain,5,night,0.54,1,42,0,40.4,86.5,0
medicine,normal,48.79,0,paved,fog,5,morning,7.81,0,29,0,55.7,178.3,0
medicine,low,25.09,0,paved,clear,3,afternoon,0.58,1,68,0,36.8,64.2,0
groceries,high,21.47,0,paved,clear,4,morning,2.99,0,27,0,35.6,59.3,0
groceries,low,1.78,1,unpaved,clear,2,evening,3.86,0,79,0,11.0,5.5,0
groceries,normal,27.58,0,paved,clear,5,evening,4.69,2,78,0,28.4,76.8,0
documents,normal,13.9,1,paved,clear,3,afternoon,4.26,4,84,0,37.5,41.2,0
groceries,normal,26.67,0,unpaved,clear,1,night,3.21,1,30,0,21.2,84.1,0
agricultural_supplies,emergency,3.97,0,paved,clear,3,night,2.18,2,23,1,74.1,13.4,0
medicine,low,22.15,0,mixed,clear,2,afternoon,2.87,1,67,1,48.7,62.6,0
groceries,high,8.41,0,paved,rain,4,morning,1.14,2,65,0,34.3,25.7,0
electronics,normal,12.91,0,paved,clear,4,morning,3.27,1,23,1,45.9,33.1,0
groceries,high,8.78,1,mixed,fog,2,evening,5.69,2,71,0,51.3,35.8,0
agricultural_supplies,normal,12.47,0,paved,clear,5,night,5.32,0,48,1,37.5,32.9,0
medicine,emergency,31.37,1,mixed,clear,4,evening,7.68,1,91,0,83.7,101.0,0
electronics,normal,4.59,0,unpaved,clear,2,afternoon,2.65,1,40,0,15.3,14.2,1
agricultural_supplies,normal,9.92,1,unpaved,rain,3,morning,5.31,1,70,0,32.2,51.1,0
clothing,low,18.01,1,unpaved,clear,5,morning,6.16,0,48,0,9.8,95.6,1
clothing,high,4.02,0,paved,clear,1,evening,3.64,1,31,0,36.2,5.0,0
groceries,normal,32.28,1,paved,rain,4,afternoon,4.18,1,96,0,34.6,101.7,0
groceries,emergency,1.12,0,paved,clear,2,night,4.49,1,32,0,58.8,5.0,0
clothing,low,19.53,1,unpaved,rain,4,morning,2.56,2,76,0,9.5,108.6,0
agricultural_supplies,normal,7.0,1,paved,clear,4,afternoon,6.46,0,74,0,41.8,30.2,0
medicine,normal,16.62,1,paved,clear,2,afternoon,2.31,1,58,0,65.7,40.1,0
groceries,normal,4.24,1,paved,rain,1,morning,0.8,3,62,0,41.4,17.0,0
agricultural_supplies,high,9.83,1,unpaved,clear,2,night,3.8,3,41,0,53.1,36.8,1
clothing,low,18.62,0,mixed,rain,5,morning,4.88,2,50,0,3.9,79.9,0
medicine,normal,3.13,1,paved,clear,4,night,4.83,1,22,0,62.2,18.4,0
documents,high,6.65,0,paved,clear,5,afternoon,3.57,0,28,0,39.4,18.3,0
documents,normal,14.24,0,paved,fog,3,night,6.27,0,72,0,32.6,43.7,1
groceries,low,3.16,0,paved,storm,1,afternoon,2.12,2,84,1,22.8,14.6,0
groceries,emergency,16.61,1,unpaved,fog,3,afternoon,8.37,2,98,0,51.6,98.6,1
groceries,normal,3.78,1,mixed,clear,3,morning,3.57,0,25,1,40.2,18.6,0
electronics,normal,12.09,1,unpaved,clear,5,evening,3.84,1,67,0,33.9,65.5,1
agricultural_supplies,low,1.69,0,paved,clear,1,morning,1.27,0,47,0,24.3,6.1,0
agricultural_supplies,normal,30.01,0,paved,rain,2,night,3.06,0,38,0,36.0,78.0,0
medicine,high,3.03,0,paved,rain,1,afternoon,13.65,1,24,0,68.7,6.2,0
medicine,normal,6.58,0,paved,rain,5,afternoon,3.56,0,21,1,67.1,27.4,0
groceries,emergency,10.18,0,unpaved,clear,2,night,6.72,1,35,0,50.1,38.8,0
groceries,low,11.65,0,mixed,rain,2,afternoon,7.68,2,94,0,1.1,37.0,0
groceries,normal,9.01,0,paved,fog,5,night,3.28,1,57,0,19.3,31.4,0
medicine,high,12.58,0,paved,clear,1,afternoon,0.74,1,24,0,64.7,18.7,0
medicine,emergency,12.03,0,mixed,rain,5,evening,2.29,0,53,1,85.2,49.8,0
documents,low,7.53,1,paved,clear,5,evening,4.72,0,88,0,19.6,24.4,0
medicine,low,2.64,0,unpaved,clear,1,afternoon,3.77,0,20,0,31.8,8.1,1
agricultural_supplies,emergency,9.41,0,paved,rain,2,night,3.07,1,49,1,71.5,25.1,0
groceries,normal,16.68,0,paved,clear,5,afternoon,1.86,0,44,1,31.5,44.4,0
agricultural_supplies,low,6.17,0,paved,clear,2,evening,2.27,0,67,0,11.8,14.1,0
documents,high,20.19,0,mixed,rain,1,night,2.35,1,75,0,49.9,59.8,0
groceries,emergency,1.84,0,paved,clear,3,evening,3.5,4,77,0,55.5,7.1,0
groceries,normal,21.34,0,paved,fog,3,morning,4.72,0,63,1,29.9,68.4,0
groceries,high,3.07,0,paved,clear,3,afternoon,4.58,2,81,0,36.3,5.0,0
documents,high,99.07,0,paved,clear,3,morning,4.01,2,28,0,40.5,231.0,0
groceries,high,13.57,1,mixed,rain,1,night,3.74,1,35,0,52.1,49.2,0
documents,normal,19.28,0,paved,clear,3,evening,4.03,1,70,0,23.4,46.8,0
agricultural_supplies,low,2.55,0,paved,clear,5,morning,5.98,0,24,0,18.2,8.6,0
agricultural_supplies,low,14.64,1,paved,clear,1,morning,3.45,2,90,0,34.8,36.4,0
agricultural_supplies,low,3.13,1,paved,clear,2,morning,1.48,0,63,1,34.7,13.9,0
groceries,emergency,1.54,0,unpaved,rain,3,night,1.23,3,84,0,51.8,12.5,0
groceries,emergency,4.31,0,paved,storm,4,afternoon,0.43,1,63,1,71.4,27.1,1
electronics,normal,3.46,0,paved,clear,4,evening,10.1,3,29,0,26.4,9.6,0
groceries,low,1.83,0,paved,clear,2,afternoon,3.11,0,77,0,6.6,7.8,0
groceries,emergency,3.86,0,mixed,clear,4,afternoon,8.77,1,23,0,46.4,10.1,0
agricultural_supplies,high,5.47,0,paved,clear,1,evening,9.31,0,41,0,45.7,13.7,0
groceries,normal,2.01,1,mixed,rain,5,night,2.89,0,34,0,31.4,14.1,0
groceries,normal,19.75,0,paved,fog,1,afternoon,3.72,0,31,0,7.9,50.3,0
medicine,low,5.06,0,unpaved,clear,2,afternoon,4.41,1,47,0,46.6,17.2,0
groceries,normal,28.79,1,mixed,rain,3,morning,0.78,0,68,1,43.0,106.6,0
medicine,low,3.06,0,paved,clear,4,night,7.48,1,57,0,44.3,5.0,0
groceries,normal,2.63,0,paved,fog,5,afternoon,7.79,2,91,0,17.1,11.6,1
medicine,emergency,4.2,0,paved,fog,2,night,1.44,1,81,0,78.5,12.7,0
agricultural_supplies,emergency,27.48,0,unpaved,rain,3,morning,9.35,1,31,0,63.3,137.2,0
groceries,normal,3.32,0,paved,clear,3,night,4.28,2,61,0,31.6,14.8,0
medicine,normal,10.6,1,mixed,clear,3,night,2.01,0,29,0,65.2,37.8,0
agricultural_supplies,normal,2.24,0,paved,fog,1,evening,8.27,3,65,0,34.3,6.3,0
electronics,high,14.81,1,mixed,rain,3,afternoon,0.96,1,96,1,50.4,65.0,0
documents,high,19.84,1,unpaved,clear,3,afternoon,3.08,2,56,0,55.5,89.3,1
groceries,low,1.81,0,paved,storm,5,morning,4.39,1,73,0,14.9,5.0,0
groceries,emergency,21.58,0,unpaved,clear,1,afternoon,4.08,1,66,0,59.7,67.6,0
groceries,normal,4.76,1,unpaved,clear,3,afternoon,1.47,1,22,0,35.6,24.9,0
agricultural_supplies,normal,5.04,1,mixed,fog,3,evening,5.67,3,78,1,53.8,26.6,1
agricultural_supplies,low,1.14,1,unpaved,clear,4,afternoon,5.32,0,84,0,25.1,11.7,1
agricultural_supplies,high,1.15,0,paved,clear,4,morning,8.06,1,73,0,49.1,5.0,0
electronics,normal,6.58,0,paved,clear,3,morning,5.59,1,79,0,26.1,13.8,0
agricultural_supplies,emergency,13.9,1,mixed,clear,2,night,3.34,3,65,1,83.7,40.7,0
electronics,high,18.0,0,paved,rain,4,night,4.98,0,38,0,37.2,59.7,0
documents,emergency,13.07,0,paved,clear,3,night,6.66,2,88,0,60.8,24.5,0
medicine,high,7.73,1,paved,clear,5,evening,5.0,1,82,0,85.7,26.2,0
groceries,normal,1.54,1,unpaved,rain,1,morning,4.42,4,79,1,42.9,10.4,0
medicine,low,15.18,0,paved,clear,4,morning,4.34,2,34,0,40.9,38.0,0
groceries,normal,14.12,0,paved,clear,4,night,7.06,0,97,0,25.9,35.4,0
electronics,emergency,2.13,0,mixed,clear,1,evening,1.86,0,23,0,56.2,5.0,0
documents,normal,5.59,0,paved,rain,2,night,7.72,2,49,0,29.2,15.7,0
electronics,low,7.31,1,paved,clear,2,night,2.77,3,67,0,18.4,16.7,0
groceries,normal,8.57,0,paved,rain,5,night,1.53,2,25,1,34.8,35.5,0
electronics,low,15.82,1,mixed,clear,3,evening,5.62,2,46,0,11.7,48.9,0
medicine,high,33.23,1,mixed,clear,3,morning,4.27,3,94,1,85.8,94.6,1
medicine,high,14.37,1,mixed,fog,3,afternoon,2.38,1,81,0,82.6,66.5,0
groceries,high,1.93,0,paved,clear,1,evening,0.48,1,35,1,48.8,5.0,0
agricultural_supplies,high,14.12,0,paved,clear,1,evening,2.51,1,55,0,43.5,30.5,0
groceries,high,2.6,0,paved,rain,5,morning,2.6,0,33,0,39.7,10.1,0
agricultural_supplies,normal,18.78,1,mixed,clear,3,evening,2.75,0,84,0,53.8,59.1,0
clothing,normal,9.82,0,paved,clear,1,afternoon,1.44,0,91,0,19.0,28.7,0
medicine,emergency,6.41,1,unpaved,clear,2,afternoon,6.84,1,22,0,93.9,25.4,1
medicine,emergency,4.31,0,paved,clear,2,evening,1.44,1,45,0,92.1,5.0,0
electronics,normal,1.86,0,paved,fog,3,night,1.87,2,29,1,22.6,8.5,0
groceries,normal,4.18,0,paved,fog,3,night,4.6,2,84,0,23.4,10.4,0
groceries,normal,2.73,1,unpaved,clear,1,evening,2.01,2,77,0,23.1,12.1,0
clothing,high,14.02,1,unpaved,storm,5,night,14.68,1,37,0,50.6,118.8,1
electronics,normal,5.29,0,paved,clear,2,night,1.01,0,84,0,19.2,20.4,0
clothing,normal,11.79,0,paved,storm,5,afternoon,2.55,6,81,0,25.3,61.9,0
electronics,emergency,22.83,0,paved,storm,2,evening,2.93,1,93,0,54.1,88.8,0
medicine,emergency,17.72,0,paved,clear,2,afternoon,8.48,1,99,0,85.0,32.1,0
agricultural_supplies,high,7.11,1,paved,clear,4,night,5.01,1,66,0,58.2,21.3,0
electronics,normal,4.48,1,paved,clear,5,night,1.26,1,21,0,36.6,19.0,0
groceries,high,7.49,0,mixed,rain,1,evening,3.1,2,26,0,38.2,20.2,0
groceries,high,9.11,1,mixed,storm,4,morning,4.54,1,39,0,56.4,58.2,0
groceries,emergency,7.6,0,paved,rain,3,afternoon,1.76,1,67,0,44.4,14.6,0
agricultural_supplies,high,14.32,0,paved,clear,1,afternoon,6.12,1,60,1,55.9,27.3,0
clothing,low,4.78,0,paved,fog,4,night,5.54,3,45,0,4.4,18.1,0
agricultural_supplies,high,14.64,0,unpaved,fog,4,night,1.43,2,71,0,47.9,87.8,1
electronics,high,4.42,0,paved,clear,3,afternoon,3.13,0,33,0,41.7,5.0,0
medicine,low,6.79,0,paved,clear,3,morning,2.65,0,27,0,46.6,20.9,0
agricultural_supplies,low,3.28,0,mixed,clear,3,afternoon,1.72,0,32,0,1.8,10.3,0
documents,high,7.97,1,mixed,clear,2,evening,1.62,2,93,0,59.5,30.3,0
documents,normal,10.92,1,mixed,clear,1,afternoon,2.53,1,30,0,40.5,30.7,0
agricultural_supplies,high,3.2,1,paved,clear,1,afternoon,2.56,4,20,0,65.6,11.5,0
groceries,normal,14.42,1,unpaved,clear,3,afternoon,9.99,1,23,1,46.0,62.7,1
electronics,low,28.26,0,paved,clear,3,night,4.2,0,84,0,5.2,68.8,0
electronics,emergency,44.88,1,unpaved,fog,1,morning,1.63,0,62,0,61.9,205.7,1
agricultural_supplies,normal,6.14,0,mixed,clear,4,night,1.25,0,46,0,36.3,9.6,0
medicine,low,5.63,0,paved,rain,3,evening,4.21,2,44,0,45.4,17.8,0
documents,low,3.84,1,paved,rain,5,night,3.17,1,27,1,26.8,11.4,0
agricultural_supplies,normal,9.09,1,paved,rain,3,evening,2.88,0,63,0,30.4,34.2,0
agricultural_supplies,high,2.29,0,mixed,rain,5,evening,5.18,2,28,0,49.3,10.1,0
medicine,normal,5.22,1,paved,clear,4,morning,1.16,2,73,0,60.7,13.9,0
groceries,high,40.4,0,paved,clear,5,afternoon,4.99,1,31,0,41.7,112.9,0
medicine,normal,37.88,0,paved,fog,5,evening,1.6,4,33,0,54.2,140.1,1
groceries,normal,6.69,0,paved,clear,3,morning,3.9,0,88,0,23.8,20.4,0
agricultural_supplies,normal,16.26,0,paved,clear,1,afternoon,5.95,0,44,0,24.0,27.0,0
electronics,normal,5.15,0,paved,clear,2,afternoon,5.87,4,98,0,12.4,12.4,0
medicine,normal,9.97,0,paved,fog,1,afternoon,1.52,0,59,0,61.1,21.9,0
groceries,normal,11.12,0,mixed,rain,2,night,1.16,0,64,0,26.1,39.6,0
electronics,normal,27.03,0,paved,rain,4,afternoon,2.72,0,26,0,17.0,88.7,0
groceries,normal,4.94,1,mixed,clear,2,morning,3.29,0,89,1,42.2,22.6,0
electronics,normal,16.19,0,paved,clear,4,evening,2.04,1,32,0,22.8,44.8,0
documents,high,2.06,1,unpaved,clear,5,evening,4.84,0,58,0,48.0,9.7,1
medicine,normal,5.48,1,unpaved,clear,5,afternoon,0.45,2,23,1,63.5,32.6,1
groceries,normal,12.67,1,paved,rain,2,evening,6.65,0,44,0,31.6,34.5,0
groceries,high,1.92,0,paved,clear,1,evening,2.65,2,54,0,37.9,5.0,0
medicine,normal,14.92,1,paved,clear,2,evening,2.51,0,28,1,79.8,35.7,0
agricultural_supplies,normal,15.65,1,unpaved,clear,2,evening,2.43,1,51,0,42.4,60.3,1
clothing,high,4.23,1,paved,clear,5,morning,5.49,0,34,0,40.3,20.3,0
medicine,low,3.22,0,paved,fog,2,evening,0.36,0,46,0,48.6,6.6,0
electronics,normal,10.7,0,unpaved,clear,2,evening,2.67,1,76,0,18.7,39.2,0
agricultural_supplies,normal,28.29,1,unpaved,clear,5,evening,2.74,1,95,0,40.3,140.2,1
groceries,normal,24.94,0,paved,clear,3,morning,1.89,4,67,0,21.1,63.6,0
documents,low,20.09,0,paved,rain,4,afternoon,4.0,0,85,0,11.7,61.2,0
documents,normal,28.89,1,paved,clear,5,night,5.75,0,96,0,33.2,84.1,1
agricultural_supplies,low,15.14,0,paved,clear,3,evening,7.61,4,91,0,23.4,35.5,0
clothing,low,1.85,0,paved,clear,2,evening,2.79,1,70,0,2.5,10.1,0
groceries,low,29.94,0,paved,rain,3,afternoon,0.74,2,33,0,10.1,90.0,0
agricultural_supplies,emergency,3.46,1,unpaved,fog,4,night,2.25,0,78,1,76.5,27.7,1
groceries,normal,8.35,1,mixed,rain,4,evening,2.34,0,87,0,41.8,41.7,1
electronics,low,12.85,0,paved,clear,1,morning,4.48,1,51,0,10.6,23.7,0
agricultural_supplies,low,3.81,1,mixed,rain,1,night,14.9,2,79,0,23.1,14.7,0
agricultural_supplies,high,1.07,0,paved,clear,4,afternoon,1.89,1,44,0,50.6,9.0,0
medicine,high,4.33,0,unpaved,clear,1,night,0.83,0,41,0,70.7,13.6,0
agricultural_supplies,high,2.58,0,paved,clear,1,night,4.53,0,84,1,51.8,7.0,0
agricultural_supplies,high,3.11,0,paved,clear,2,morning,4.35,1,90,0,44.8,11.4,0
groceries,high,33.36,1,paved,rain,5,morning,4.92,3,91,0,50.5,116.1,1
agricultural_supplies,low,1.33,1,unpaved,clear,3,afternoon,1.38,0,52,0,32.7,9.3,1
medicine,normal,6.06,0,paved,fog,4,afternoon,2.76,1,84,0,53.4,18.5,0
electronics,normal,8.37,0,paved,rain,5,morning,4.12,2,73,0,17.1,27.6,0
medicine,normal,1.93,1,unpaved,rain,1,evening,3.15,1,59,0,66.7,8.5,0
agricultural_supplies,normal,6.23,0,mixed,clear,1,evening,11.03,1,64,0,28.9,12.9,0
groceries,normal,2.1,0,paved,rain,2,night,3.62,6,46,0,22.6,5.0,0
documents,high,23.19,0,paved,clear,5,morning,1.76,0,20,0,41.1,60.1,0
electronics,high,5.66,0,unpaved,storm,3,morning,2.55,0,42,0,32.6,40.8,1
agricultural_supplies,normal,15.47,1,unpaved,storm,5,morning,2.59,0,84,0,47.2,134.2,1
groceries,normal,35.57,0,paved,clear,1,evening,2.07,2,71,0,20.9,63.2,0
agricultural_supplies,normal,43.1,0,paved,clear,2,morning,1.9,0,83,0,22.2,99.1,0
electronics,high,16.3,1,mixed,clear,1,afternoon,7.89,0,33,0,47.0,51.8,0
electronics,normal,52.08,0,unpaved,clear,3,night,2.84,2,63,0,17.1,208.6,0
electronics,high,3.57,0,mixed,fog,3,evening,7.76,1,41,0,29.8,13.3,0
medicine,low,3.57,0,paved,fog,5,night,2.34,0,90,0,45.3,10.3,0
documents,normal,5.2,1,paved,clear,3,night,3.93,1,33,0,34.4,10.8,0
electronics,low,3.32,1,paved,rain,4,evening,2.38,0,49,0,16.8,14.3,0
groceries,normal,22.48,1,paved,rain,4,afternoon,1.37,0,38,0,36.4,83.4,0
agricultural_supplies,normal,31.65,1,mixed,fog,5,night,13.35,1,68,1,53.2,151.7,1
agricultural_supplies,high,26.83,0,paved,rain,5,morning,0.78,1,49,0,49.2,89.2,0
electronics,normal,8.63,1,mixed,rain,1,night,4.54,2,71,0,42.6,28.8,0
clothing,high,5.44,0,paved,clear,3,morning,0.96,0,93,0,27.5,16.3,0
clothing,normal,28.39,0,mixed,clear,4,morning,2.35,2,60,0,15.8,89.2,0
electronics,normal,58.21,0,mixed,clear,3,night,1.88,2,29,1,23.4,178.6,0
agricultural_supplies,high,1.11,0,paved,rain,4,night,1.45,1,83,1,47.7,5.0,0
groceries,low,11.99,1,paved,clear,4,morning,6.83,1,85,0,9.7,34.2,0
electronics,normal,7.57,1,paved,clear,3,afternoon,0.54,2,85,1,32.6,24.8,0
groceries,low,11.71,0,paved,clear,3,morning,3.33,1,27,1,9.0,32.1,0
agricultural_supplies,low,1.68,0,paved,fog,1,morning,0.79,1,31,0,21.5,5.0,0
clothing,normal,17.01,0,paved,clear,2,evening,1.27,1,39,1,27.2,37.7,0
groceries,normal,4.69,1,paved,clear,5,night,1.22,0,30,1,34.2,11.3,0
groceries,normal,8.9,0,paved,clear,1,night,4.3,1,28,0,25.5,17.9,0
electronics,low,7.55,0,paved,rain,1,evening,1.04,2,94,0,5.8,23.8,0
agricultural_supplies,normal,17.21,1,unpaved,rain,3,afternoon,1.69,1,74,0,45.4,88.6,1
agricultural_supplies,high,4.64,0,paved,clear,4,night,5.44,1,69,0,43.2,13.8,0
clothing,normal,3.82,0,paved,clear,3,night,2.1,1,56,0,28.5,18.2,0
groceries,high,3.72,0,mixed,clear,4,night,6.45,0,79,0,44.7,9.7,0
documents,high,1.32,1,mixed,clear,5,evening,3.56,2,22,0,55.7,5.8,0
clothing,high,7.13,1,mixed,storm,3,night,4.39,2,84,0,47.0,38.1,0
documents,emergency,7.97,1,mixed,rain,3,evening,1.46,0,53,0,73.6,35.4,0
groceries,low,1.27,0,paved,clear,4,afternoon,3.29,0,33,0,2.6,5.0,0
clothing,high,4.77,0,paved,clear,1,evening,6.5,1,31,0,35.6,14.7,0
clothing,emergency,8.69,0,paved,fog,4,afternoon,3.07,1,83,1,48.6,29.4,0
clothing,high,13.72,0,paved,rain,1,morning,1.18,1,33,0,31.1,32.5,0
clothing,low,4.26,0,paved,rain,4,night,3.1,1,48,0,4.8,14.2,0
groceries,high,21.67,0,paved,clear,4,night,8.41,1,62,0,31.3,55.8,0
clothing,high,18.26,0,paved,clear,1,night,0.81,0,76,0,34.6,38.1,0
agricultural_supplies,low,10.43,1,mixed,rain,5,night,3.74,1,80,0,23.8,47.0,0
agricultural_supplies,high,10.93,1,unpaved,clear,5,afternoon,2.19,1,59,0,69.1,55.6,0
clothing,normal,15.52,1,unpaved,clear,5,night,2.62,0,20,0,30.2,76.3,1
documents,normal,11.09,0,paved,rain,5,afternoon,0.89,0,40,1,36.9,42.4,0
clothing,high,7.08,1,unpaved,rain,5,night,1.91,0,43,0,38.3,53.3,1
electronics,high,36.26,1,mixed,clear,5,evening,2.95,0,63,1,45.5,127.8,0
groceries,normal,21.03,0,mixed,clear,3,evening,2.84,1,23,0,27.7,57.5,0
agricultural_supplies,normal,10.26,0,mixed,clear,3,afternoon,4.14,2,65,0,30.8,28.6,0
electronics,high,6.79,0,unpaved,clear,5,night,2.01,0,29,0,39.0,28.3,0
agricultural_supplies,normal,5.08,1,paved,rain,5,evening,1.43,0,59,0,42.4,25.0,0
medicine,emergency,3.51,0,unpaved,clear,1,night,1.53,2,96,0,80.7,12.8,0
electronics,normal,13.59,1,paved,clear,2,afternoon,4.37,0,92,0,31.4,40.8,0
electronics,high,20.84,1,unpaved,clear,1,night,9.71,3,91,1,57.3,78.4,1
clothing,emergency,1.29,0,unpaved,clear,1,morning,10.46,1,96,0,57.4,6.2,1
electronics,normal,6.7,0,mixed,clear,4,morning,2.16,1,90,0,22.6,20.0,0
groceries,emergency,2.07,0,mixed,clear,5,morning,0.05,2,71,0,55.8,6.3,0
documents,low,9.41,1,mixed,rain,4,night,18.19,0,80,0,32.2,44.8,0
groceries,low,1.26,0,mixed,rain,3,afternoon,5.84,0,24,1,11.1,9.9,0
clothing,high,1.32,0,mixed,clear,4,night,2.21,1,44,1,43.7,5.0,0
clothing,low,3.97,0,paved,clear,3,morning,4.48,0,26,0,6.3,7.3,0
medicine,high,14.25,0,mixed,clear,3,evening,3.28,0,66,0,74.1,49.6,0
agricultural_supplies,emergency,23.02,1,unpaved,clear,4,evening,3.21,0,71,1,84.1,105.8,0
groceries,emergency,1.43,0,mixed,clear,5,evening,5.67,1,42,0,54.2,5.0,0
medicine,low,7.18,1,unpaved,rain,3,evening,3.58,2,47,0,51.2,36.0,0
clothing,normal,3.5,0,paved,clear,1,night,1.4,1,58,0,21.9,8.7,0
agricultural_supplies,normal,10.79,0,mixed,storm,2,evening,1.84,1,92,1,36.7,54.5,0
agricultural_supplies,high,22.26,1,unpaved,rain,5,afternoon,5.27,3,76,0,57.9,141.0,1
clothing,normal,1.88,1,paved,rain,1,night,2.24,1,69,0,27.9,9.8,0
electronics,emergency,7.58,1,paved,clear,5,evening,4.09,0,89,0,62.9,24.5,0
medicine,low,15.39,1,mixed,clear,2,night,4.68,3,93,0,45.8,44.2,0
documents,high,4.09,0,paved,clear,2,night,2.41,2,54,0,48.1,16.0,0
medicine,normal,24.16,1,unpaved,clear,2,evening,2.3,1,44,0,72.8,96.2,1
clothing,low,6.71,0,paved,clear,5,morning,5.28,2,25,1,18.6,17.6,0
clothing,high,3.68,0,paved,clear,5,evening,3.13,1,98,0,32.7,7.4,0
groceries,high,9.51,1,mixed,rain,4,evening,4.99,0,99,0,51.8,49.6,1
clothing,normal,3.56,1,unpaved,fog,1,night,0.99,2,56,0,21.8,19.4,1
agricultural_supplies,low,21.34,1,unpaved,rain,2,night,3.24,0,97,0,27.5,96.7,1
medicine,emergency,10.36,0,unpaved,fog,3,night,4.15,2,86,0,81.9,56.5,1
groceries,normal,35.82,0,unpaved,rain,4,evening,4.46,0,76,0,23.5,197.8,0
agricultural_supplies,emergency,7.15,0,paved,fog,3,afternoon,1.53,0,91,1,67.9,16.4,0
electronics,normal,6.15,1,unpaved,clear,2,evening,3.39,0,84,0,25.7,31.1,1
groceries,normal,4.7,0,paved,clear,2,afternoon,1.31,1,20,0,19.1,8.1,0
agricultural_supplies,normal,1.12,1,mixed,fog,1,evening,1.9,1,69,1,59.6,13.0,0
medicine,high,29.56,1,unpaved,fog,1,night,3.87,1,98,0,86.6,134.2,1
groceries,low,13.04,0,mixed,fog,3,morning,1.56,2,41,0,7.2,60.1,0
agricultural_supplies,normal,5.1,0,paved,clear,1,evening,2.35,3,23,0,28.3,18.0,0
agricultural_supplies,normal,2.58,0,paved,rain,2,evening,0.37,0,35,0,34.6,7.1,0
documents,normal,6.12,0,paved,fog,5,evening,2.9,1,24,0,27.0,24.8,1
electronics,low,3.81,0,paved,clear,5,morning,1.84,0,86,0,2.1,9.7,0
groceries,low,9.85,1,paved,clear,4,afternoon,0.78,0,28,0,14.5,27.9,0
agricultural_supplies,normal,7.52,0,paved,clear,3,morning,0.57,3,63,0,24.2,20.3,0
groceries,low,14.59,0,paved,clear,3,evening,6.55,1,69,0,6.1,31.5,0
